,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge,HouseModelAge,TotalSF,TotalArea,TotalBath,TotalPorchSF
772,773,80,RL,94.0,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,480,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Detchd,Unf,2,672,TA,TA,Y,144,0,NA,0,3,WD,Abnorml,107000,34,34,1666,2146,2.0,0
773,774,20,RL,70.0,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,456,GasA,Ex,Y,FuseA,0,2,1,TA,5,Typ,0,NA,Attchd,RFn,1,275,TA,TA,Y,0,0,NA,0,7,COD,Normal,114500,49,49,1368,1824,1.0,0
774,775,20,RL,110.0,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935,GasA,Gd,Y,SBrkr,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,895,TA,TA,Y,315,0,NA,0,7,New,Partial,395000,1,1,1973,3908,2.0,45
775,776,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,338,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,412,TA,TA,Y,0,0,NA,0,6,WD,Normal,162000,11,11,2070,2408,3.0,247
776,777,20,RL,86.0,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1594,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,3,865,TA,TA,Y,144,0,NA,0,7,New,Partial,221500,1,0,1634,3228,2.0,59
777,778,20,RL,100.0,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,102,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,1,Fa,Attchd,Unf,2,440,TA,TA,Y,241,0,NA,0,6,WD,Normal,142500,32,32,1656,1758,2.0,0
778,779,90,RH,60.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,4,2,TA,10,Typ,2,TA,Detchd,Unf,2,630,TA,TA,Y,0,0,NA,0,10,WD,Normal,144000,30,30,2020,2020,2.0,0
779,780,90,RL,78.0,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,2,504,TA,TA,Y,0,0,NA,0,5,WD,Normal,135000,29,29,1979,1979,2.0,0
780,781,20,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,Unf,1237,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,402,TA,TA,Y,220,0,NA,0,6,WD,Normal,176000,12,11,1253,2490,2.0,21
781,782,60,RL,65.0,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,374,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,484,TA,TA,Y,0,0,NA,0,7,WD,Normal,175900,14,14,1990,2364,2.5,124
782,783,20,RL,67.0,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1413,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,605,TA,TA,Y,0,0,NA,0,6,WD,Normal,187100,8,7,1430,2843,2.0,33
783,784,85,RL,0.0,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2,602,TA,TA,Y,303,0,NA,0,7,WD,Normal,165500,31,31,2207,2207,2.0,30
784,785,75,RM,35.0,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742,GasA,Ex,Y,SBrkr,0,3,1,TA,9,Typ,1,Gd,NA,None,0,0,NA,NA,Y,0,0,NA,0,6,WD,Normal,128000,94,7,1484,2226,2.0,425
785,786,20,RL,0.0,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,491,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,457,TA,TA,Y,0,0,NA,0,9,WD,Normal,161500,42,42,2223,2714,2.0,197
786,787,50,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,0,GasA,TA,Y,SBrkr,0,4,1,TA,7,Typ,0,NA,Detchd,Unf,1,416,TA,TA,Y,0,0,NA,1200,6,WD,Normal,139000,95,60,2338,2338,3.0,196
787,788,60,RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,300,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,0,NA,BuiltIn,RFn,2,618,TA,TA,Y,0,0,NA,0,1,WD,Normal,233000,6,6,2740,3040,3.5,45
788,789,20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,901,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,281,Fa,TA,Y,0,0,NA,0,8,WD,Normal,107900,54,8,901,1802,1.0,0
789,790,60,RL,0.0,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,264,GasA,Gd,Y,SBrkr,0,5,1,Gd,9,Typ,0,NA,Attchd,Fin,2,444,TA,TA,Y,133,0,NA,0,7,WD,Normal,187500,41,0,2655,2919,2.5,168
790,791,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1129,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,397,TA,TA,Y,100,0,NA,0,9,WD,Normal,160200,4,3,1161,2290,2.0,16
791,792,80,RL,0.0,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,490,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,2,TA,Attchd,RFn,2,539,TA,TA,Y,120,0,NA,0,5,WD,Normal,146800,31,31,1601,2091,2.0,0
792,793,60,RL,92.0,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,255,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,1,TA,Attchd,Unf,2,455,TA,TA,Y,180,0,NA,0,6,WD,Normal,269790,11,10,2875,3130,3.5,130
793,794,20,RL,76.0,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1496,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,Fin,2,474,TA,TA,Y,168,0,NA,0,6,New,Partial,225000,0,0,1496,2992,2.0,130
794,795,60,RL,0.0,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,712,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,409,TA,TA,Y,143,0,NA,500,10,WD,Normal,194500,14,12,1895,2607,2.5,46
795,796,60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,650,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,476,TA,TA,Y,0,0,NA,0,4,WD,Normal,171000,30,29,1564,2214,2.5,254
796,797,20,RL,71.0,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,660,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,138,0,NA,0,4,WD,Normal,143500,30,30,1285,1945,1.5,0
797,798,20,RL,57.0,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,203,GasA,Gd,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,240,TA,TA,Y,0,0,NA,0,4,WD,Abnorml,110000,55,55,1343,1546,1.0,0
798,799,60,RL,104.0,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1926,GasA,Ex,Y,SBrkr,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,Fin,3,820,TA,TA,Y,144,0,NA,0,7,New,Partial,485000,1,0,3140,5066,3.5,78
799,800,50,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,162,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,2,TA,Detchd,Unf,1,240,TA,TA,Y,0,0,NA,0,6,WD,Normal,175000,70,57,2337,2499,2.5,264
800,801,60,RL,79.0,12798,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,154,GasA,Gd,Y,SBrkr,0,4,1,Gd,8,Typ,0,NA,Attchd,RFn,2,603,TA,TA,Y,403,0,NA,400,5,WD,Normal,200000,11,11,2150,2304,3.5,299
801,802,30,RM,40.0,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,999,GasA,Ex,Y,FuseA,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,440,TA,TA,Y,0,0,NA,0,7,WD,Normal,109900,91,17,1393,2392,2.0,0
802,803,60,RL,63.0,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,80,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,410,TA,TA,Y,36,0,NA,0,10,WD,Normal,189000,3,3,2104,2184,3.5,18
803,804,60,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1734,GasA,Ex,Y,SBrkr,0,4,1,Ex,12,Typ,1,Gd,BuiltIn,RFn,3,1020,TA,TA,Y,52,0,NA,0,1,New,Partial,582933,1,0,2822,4556,3.5,362
804,805,20,RL,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,124,GasA,TA,Y,SBrkr,0,2,1,TA,5,Min1,0,NA,Attchd,Unf,1,286,TA,TA,Y,0,0,NA,0,6,WD,Family,118000,52,52,1940,2064,1.0,0
805,806,20,RL,91.0,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1417,GasA,Ex,Y,SBrkr,0,3,1,Ex,6,Typ,0,NA,Attchd,RFn,2,554,TA,TA,Y,0,0,NA,0,7,New,Partial,227680,0,0,1428,2845,2.0,60
806,807,80,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,Rec,100,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,1,384,TA,TA,Y,68,0,NA,0,10,WD,Normal,135500,39,39,1860,1960,2.0,0
807,808,70,RL,144.0,21384,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,15,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,0,0,NA,0,5,WD,Normal,223500,86,5,2885,2900,3.5,312
808,809,80,RL,85.0,13400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,380,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,0,0,NA,0,6,WD,Normal,159950,40,40,1730,2110,2.0,0
809,810,75,RM,90.0,8100,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,849,GasA,TA,N,FuseA,0,2,3,TA,11,Typ,0,NA,Detchd,Unf,2,360,Fa,Po,N,40,0,NA,0,11,WD,Normal,106000,111,44,2138,2987,2.0,156
810,811,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,0,GasA,Fa,Y,SBrkr,0,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,484,TA,TA,Y,265,648,Fa,0,1,WD,Normal,181000,32,7,2349,2349,2.5,0
811,812,120,RM,0.0,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,186,GasA,Ex,Y,SBrkr,0,1,1,Gd,4,Typ,1,Gd,Attchd,Fin,2,420,TA,TA,Y,140,0,NA,0,6,ConLD,Normal,144500,4,4,1510,1696,2.0,0
812,813,20,C (all),66.0,8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,540,GasA,TA,N,FuseA,0,2,1,Fa,4,Typ,0,NA,Basment,Unf,2,504,TA,TA,N,0,0,NA,54,6,WD,Alloca,55993,58,58,1044,1584,1.0,0
813,814,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,834,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,0,NA,Attchd,RFn,1,301,TA,TA,Y,0,0,NA,500,4,COD,Normal,157900,49,49,2050,2884,1.5,275
814,815,50,RL,45.0,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,686,GasW,Gd,Y,SBrkr,0,3,1,Fa,7,Typ,0,NA,Detchd,Unf,1,280,TA,TA,P,207,0,NA,0,7,WD,Normal,116000,88,56,1250,1936,2.0,96
815,816,20,RL,48.0,12137,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1649,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,598,TA,TA,Y,0,0,NA,0,5,WD,Normal,224900,12,12,1661,3310,2.0,34
816,817,20,RL,0.0,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,522,GasA,Gd,Y,SBrkr,0,2,1,TA,4,Typ,1,Gd,Attchd,RFn,1,275,TA,TA,Y,0,0,NA,0,7,WD,Normal,137000,52,52,1494,2016,1.0,120
817,818,20,RL,0.0,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,350,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,2,Gd,Attchd,RFn,3,857,TA,TA,Y,150,0,NA,0,7,WD,Normal,271000,6,6,2907,3257,3.0,59
818,819,80,RL,80.0,8816,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,506,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,440,TA,TA,Y,0,0,NA,0,6,WD,Normal,155000,39,39,1556,2062,2.0,0
819,820,120,RL,44.0,6371,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,625,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,192,0,NA,0,6,New,Partial,224000,1,0,2091,2716,3.0,35
820,821,60,RL,72.0,7226,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,595,TA,TA,Y,0,0,NA,0,6,WD,Normal,183000,5,5,1640,2438,2.5,45
821,822,20,RM,60.0,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,936,GasA,TA,N,SBrkr,0,2,1,TA,4,Min2,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,0,NA,0,2,WD,Normal,93000,56,56,936,1872,1.0,144
822,823,60,RL,0.0,12394,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,847,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,433,TA,TA,Y,100,0,NA,0,10,WD,Family,225000,4,4,1733,2580,2.5,48
823,824,50,RL,60.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,778,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,335,0,NA,0,7,WD,Normal,139500,69,59,1489,2267,2.0,0
824,825,20,FV,81.0,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1489,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,776,TA,TA,Y,0,0,NA,0,6,New,Partial,232600,0,0,1489,2978,2.0,140
825,826,20,RL,114.0,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,442,GasA,Ex,Y,SBrkr,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1220,TA,TA,Y,188,0,NA,0,6,New,Partial,385000,1,0,3720,4162,3.0,45
826,827,45,RM,50.0,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,0,NA,NA,None,0,0,NA,NA,Y,0,0,NA,0,5,WD,Normal,109500,84,58,1568,1568,2.0,116
827,828,20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1434,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,527,TA,TA,Y,290,0,NA,0,4,WD,Normal,189000,8,8,1454,2888,2.0,39
828,829,60,RL,0.0,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,7,Min2,0,NA,Attchd,Fin,2,538,TA,TA,Y,486,0,NA,0,6,WD,Abnorml,185000,42,42,3139,3139,3.0,225
829,830,160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600,GasA,Ex,Y,SBrkr,80,2,1,Gd,4,Typ,0,NA,Detchd,RFn,2,480,TA,TA,Y,0,0,NA,0,7,WD,Normal,147400,1,1,1143,1823,2.5,166
830,831,20,RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,352,GasA,TA,Y,FuseA,0,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,458,TA,TA,Y,0,0,NA,0,6,WD,Normal,166000,51,51,2432,2784,2.5,192
